frame,initialCondition,method,s,order,nsteps,final_err,l2_err,t_elapsed
norwa,basis,controlled_filon,1,4,16,,,15.663499407
norwa,basis,controlled_filon,1,4,32,1.62032911452235e21,9.502391737358303e21,29.496437751
norwa,basis,controlled_filon,1,4,64,1.957655850695719e38,1.1478195441623097e39,58.976874539
norwa,basis,controlled_filon,1,4,128,1.957655850695719e38,1.1478195441623097e39,101.894745062
norwa,basis,controlled_filon,1,4,256,5.819976183930281e83,3.412263501862951e84,222.539368409
norwa,basis,controlled_filon,1,4,512,5.819976183930281e83,3.412263501862951e84,334.042169541
norwa,basis,controlled_filon,1,4,1024,0.0005079421299334752,0.015407880633156136,160.13164023
norwa,basis,controlled_filon,1,4,2048,0.00013088704271145565,0.0025029517463353032,85.393913533
norwa,basis,controlled_filon,1,4,4096,7.18685179528536e-5,0.0011455176672698541,246.412634649
norwa,basis,controlled_filon,1,4,8192,0.00027815131355141197,0.004058332583760381,361.328234878
norwa,basis,controlled_filon,1,4,16384,8.910974588203633e-5,0.0012470521386826557,535.961913386
norwa,basis,controlled_filon,1,4,32768,1.0797445073690598e-5,0.00015023968049167363,920.947054049
norwa,basis,controlled_filon,1,4,65536,8.076394313020272e-7,1.121823653791259e-5,1629.640447455
norwa,basis,controlled_filon,1,4,131072,5.283849825827656e-8,7.336541900668941e-7,3264.751773782
norwa,basis,controlled_filon,1,4,262144,3.468088924332826e-9,4.853164936686872e-8,5779.271910625
norwa,basis,controlled_filon,2,6,16,,,28.377204496
norwa,basis,controlled_filon,2,6,32,3.075044779077932e21,1.8087796991411488e22,53.268260846
norwa,basis,controlled_filon,2,6,64,1.496862062443496e48,8.776168953914634e48,104.804670676
norwa,basis,controlled_filon,2,6,128,2.1996910348298675e50,1.2900424269615986e51,196.434305872
norwa,basis,controlled_filon,2,6,256,8.159298717818339e193,Inf,339.438421155
norwa,basis,controlled_filon,2,6,512,8.159298717818339e193,Inf,482.481854038
norwa,basis,controlled_filon,2,6,1024,11774.840308899718,69036.12070447842,273.222740039
norwa,basis,controlled_filon,2,6,2048,0.00021833523751790525,0.005023349007085447,264.813591987
norwa,basis,controlled_filon,2,6,4096,5.4712714455721426e-5,0.0008138793431023951,371.25900538
norwa,basis,controlled_filon,2,6,8192,4.017513232623046e-5,0.0005765032205130281,599.388673253
norwa,basis,controlled_filon,2,6,16384,5.018215599952259e-6,6.911685535911029e-5,1007.465656265
norwa,basis,controlled_filon,2,6,32768,1.579899149663895e-7,2.1825597307989125e-6,1769.061644583
norwa,basis,controlled_filon,2,6,65536,2.94699265332556e-9,4.069165855021793e-8,3346.432070099
norwa,basis,controlled_filon,2,6,131072,1.4367189964408e-10,2.0632893686615975e-9,5596.221137046
norwa,basis,filon,0,2,16,,,2.411835656
norwa,basis,filon,0,2,32,414.61302307599595,7919.0805384775895,4.505940898
norwa,basis,filon,0,2,64,393.85628107569005,6688.560371067654,9.10752127
norwa,basis,filon,0,2,128,660.5479033788366,11483.659370742425,17.192022784
norwa,basis,filon,0,2,256,4.520397437110184e6,6.873039018892206e7,35.02602994
norwa,basis,filon,0,2,512,4.520430041200678e6,6.87301295581851e7,75.508711936
norwa,basis,filon,0,2,1024,0.19899679993728528,3.0526122437891594,24.32521412
norwa,basis,filon,0,2,2048,0.02892424547913874,0.6038623740819556,5.896351499
norwa,basis,filon,0,2,4096,0.01179472953868353,0.18547952654734845,32.324475029
norwa,basis,filon,0,2,8192,0.028578673108964548,0.431685635748473,50.632672847
norwa,basis,filon,0,2,16384,0.006461218491839334,0.16554871805598606,66.275858683
norwa,basis,filon,0,2,32768,0.0005242042353992578,0.010215634033484834,112.206726634
norwa,basis,filon,0,2,65536,0.00011654686201256288,0.002209546921435004,198.316934513
norwa,basis,filon,0,2,131072,2.8432243139307568e-5,0.0005360686297413857,361.548978054
norwa,basis,filon,0,2,262144,7.067452054398586e-6,0.0001330730550771415,645.151814892
norwa,basis,filon,0,2,524288,1.76336557878109e-6,3.319486234143868e-5,1252.079775353
norwa,basis,filon,0,2,1048576,4.406085893286437e-7,8.293464774437668e-6,2721.029219147
norwa,basis,filon,1,4,16,,,7.83592772
norwa,basis,filon,1,4,32,3.2332351084281377e19,2.0474147891656753e20,14.655529792
norwa,basis,filon,1,4,64,1.2947856428498935e37,7.703112442619409e37,28.778671422
norwa,basis,filon,1,4,128,1.2947856428500437e37,7.703112442620274e37,56.049538019
norwa,basis,filon,1,4,256,7.91030694420235e53,4.637885642216643e54,120.690485388
norwa,basis,filon,1,4,512,7.91030694420254e53,4.637885642216754e54,226.660409945
norwa,basis,filon,1,4,1024,8.823930736320186e41,5.173487973653319e42,122.997729033
norwa,basis,filon,1,4,2048,0.052555561814171876,0.8273176142491637,25.5903545
norwa,basis,filon,1,4,4096,0.010454472113389797,0.17499330346023997,133.840900198
norwa,basis,filon,1,4,8192,0.007996373339001037,0.12456482757710938,190.73891521
norwa,basis,filon,1,4,16384,0.0015390267007956593,0.03833814213028741,253.273784498
norwa,basis,filon,1,4,32768,1.670446471078285e-5,0.0003838886770619512,437.160688197
norwa,basis,filon,1,4,65536,8.524582226875894e-7,1.927983322031743e-5,741.696870157
norwa,basis,filon,1,4,131072,5.102502426536972e-8,1.1495832590862808e-6,1361.340846627
norwa,basis,filon,1,4,262144,3.5833082946188675e-9,7.671052477613901e-8,2567.119129682
norwa,basis,filon,1,4,524288,6.196466594908035e-10,9.946017461424175e-9,4853.694839317
norwa,basis,filon,2,6,16,,,20.6016704
norwa,basis,filon,2,6,32,1.5944998660550548e24,9.566150083243086e24,37.049932776
norwa,basis,filon,2,6,64,3.5130921251219885e33,2.0618916738978369e34,71.052872466
norwa,basis,filon,2,6,128,4.427746063959897e58,2.596144169423152e59,133.954191307
norwa,basis,filon,2,6,256,2.8738522833062066e142,1.68494525512802e143,254.270580686
norwa,basis,filon,2,6,512,2.8738522833062066e142,1.68494525512802e143,457.464400237
norwa,basis,filon,2,6,1024,1.9226473801486602e95,1.1275789920913959e96,359.115239514
norwa,basis,filon,2,6,2048,0.048796322774262914,1.1000487657004698,66.331004508
norwa,basis,filon,2,6,4096,0.018617149577283432,0.25942151400717367,283.144430535
norwa,basis,filon,2,6,8192,0.001122493376626573,0.01658883365871064,402.598553861
norwa,basis,filon,2,6,16384,0.0001334511025243117,0.0031441312403530258,619.310019042
norwa,basis,filon,2,6,32768,2.7952142528017974e-7,6.801440219543179e-6,1019.151420534
norwa,basis,filon,2,6,65536,3.4120839360670737e-9,8.321732028743831e-8,1775.836904728
norwa,basis,filon,2,6,131072,1.3876471188762997e-10,2.1813182273846032e-9,3553.073424648
norwa,basis,filon,2,6,262144,2.2174288691008283e-10,3.405438596048879e-9,6462.232517538
norwa,basis,hermite,0,2,16,,,0.262079667
norwa,basis,hermite,0,2,32,0.6760890161592957,13.876754579215858,0.270450743
norwa,basis,hermite,0,2,64,0.7857171830057207,12.93190812090586,0.300790388
norwa,basis,hermite,0,2,128,0.518187239342254,9.717261190019174,0.408649415
norwa,basis,hermite,0,2,256,0.4530935733600199,7.227424364415884,0.448341178
norwa,basis,hermite,0,2,512,0.08628621409124171,1.3515697033656056,0.682349489
norwa,basis,hermite,0,2,1024,0.5015314944810986,7.356187843080744,1.55360145
norwa,basis,hermite,0,2,2048,0.617952801776427,13.878532312704083,3.289914822
norwa,basis,hermite,0,2,4096,0.8509593356923059,15.17722546954388,4.774476609
norwa,basis,hermite,0,2,8192,0.2864661705949036,4.62991502264922,8.431513289
norwa,basis,hermite,0,2,16384,0.07336016440150095,1.148601890415965,8.559335359
norwa,basis,hermite,0,2,32768,0.018653892142846698,0.2989871277340676,18.767013602
norwa,basis,hermite,0,2,65536,0.004638437664357555,0.07426679663723647,37.039243394
norwa,basis,hermite,0,2,131072,0.0011580086939250048,0.018537722764831677,78.145102328
norwa,basis,hermite,0,2,262144,0.0002894011864154619,0.00463262590261744,126.796090001
norwa,basis,hermite,0,2,524288,7.23439694374418e-5,0.0011580437480476352,238.541150735
norwa,basis,hermite,0,2,1048576,1.8085596036757006e-5,0.0002895038913687049,458.08116611
norwa,basis,hermite,0,2,2097152,4.521375358433374e-6,7.237554042412208e-5,1086.492892225
norwa,basis,hermite,0,2,4194304,1.1303421695944763e-6,1.809385661753443e-5,1989.59182541
norwa,basis,hermite,0,2,8388608,2.8258596463378125e-7,4.5234662827275575e-6,3582.909074473
norwa,basis,hermite,0,2,16777216,7.111837980573946e-8,1.1373308334429818e-6,6618.678727851
norwa,basis,hermite,1,4,16,,,1.180436662
norwa,basis,hermite,1,4,32,1.115992866371166,32.1656720992158,2.357856047
norwa,basis,hermite,1,4,64,2.199028177551799e7,3.115613778541674e8,4.361182494
norwa,basis,hermite,1,4,128,2.264925279116927e13,1.600357388228896e14,9.857532413
norwa,basis,hermite,1,4,256,4.000319956578657e36,2.3453954710840885e37,18.647110128
norwa,basis,hermite,1,4,512,4.000319956578657e36,2.3453954710840885e37,29.491860356
norwa,basis,hermite,1,4,1024,249.90152853006614,2132.1994382610806,5.360490298
norwa,basis,hermite,1,4,2048,0.042543867319052055,0.6507530927000119,5.557147286
norwa,basis,hermite,1,4,4096,0.005700582302101717,0.1048400053424343,9.416164408
norwa,basis,hermite,1,4,8192,0.007227655863916871,0.11354672105085006,16.414798591
norwa,basis,hermite,1,4,16384,0.0015375338414118935,0.03829975990405472,15.014537479
norwa,basis,hermite,1,4,32768,1.697584061401832e-5,0.00038857365342336925,42.676836018
norwa,basis,hermite,1,4,65536,8.722869982847561e-7,1.960700892600493e-5,102.742693593
norwa,basis,hermite,1,4,131072,5.2362945363148326e-8,1.1714021982033136e-6,138.506370937
norwa,basis,hermite,1,4,262144,3.2410936668317978e-9,7.242128982047406e-8,222.381152348
norwa,basis,hermite,1,4,524288,2.0186196460996922e-10,4.509296844991183e-9,404.962487368
norwa,basis,hermite,1,4,1048576,1.2934238688327616e-11,2.8801410569594986e-10,926.169745104
norwa,basis,hermite,1,4,2097152,9.531343200381636e-13,1.941540924850207e-11,1682.677522719
norwa,basis,hermite,1,4,4194304,8.374195998299476e-14,1.5225939845065771e-12,3319.685517449
norwa,basis,hermite,1,4,8388608,1.535745015543819e-11,2.1442906191511774e-10,6113.160633371
norwa,basis,hermite,2,6,16,,,1.87635351
norwa,basis,hermite,2,6,32,5.155973364935695,166.92295961009037,3.674730819
norwa,basis,hermite,2,6,64,67.32537706049415,722.9541609626441,7.976457688
norwa,basis,hermite,2,6,128,3.0357264716374385e6,2.5757634911335144e7,16.018342737
norwa,basis,hermite,2,6,256,2.233796366583488e56,1.3099258533894322e57,29.882287027
norwa,basis,hermite,2,6,512,6.421322340192185e153,Inf,56.920378162
norwa,basis,hermite,2,6,1024,6.421322340192185e153,Inf,95.58815779
norwa,basis,hermite,2,6,2048,546.8201238845368,3206.024740407675,20.739769831
norwa,basis,hermite,2,6,4096,0.017269717004042204,0.24065452391270614,17.073086451
norwa,basis,hermite,2,6,8192,0.0010610948836669615,0.0159349390900746,23.138378193
norwa,basis,hermite,2,6,16384,0.00013362192047692477,0.003144512258908435,24.272406126
norwa,basis,hermite,2,6,32768,2.803136853993864e-7,6.83205198501124e-6,81.78175673
norwa,basis,hermite,2,6,65536,3.4253976829309724e-9,8.365082148915415e-8,105.54924248
norwa,basis,hermite,2,6,131072,5.1333278959621926e-11,1.2454186505944085e-9,303.893808549
norwa,basis,hermite,2,6,262144,7.905354242150203e-13,1.911777365380008e-11,366.718257429
norwa,basis,hermite,2,6,524288,5.872848318252507e-13,9.119868134623743e-12,653.329130654
norwa,basis,hermite,2,6,1048576,5.271856884941615e-13,8.15464972769027e-12,1315.352774021
norwa,basis,hermite,2,6,2097152,8.071995560211044e-14,1.127294482820708e-12,2478.308864204
norwa,basis,hermite,2,6,4194304,1.6247193955666516e-14,2.7131429938629756e-13,5075.847676843
norwa,uniform,controlled_filon,0,2,16,,,2.439133746
norwa,uniform,controlled_filon,0,2,32,2.416247722403822e12,1.4190985350505389e13,3.704968821
norwa,uniform,controlled_filon,0,2,64,1.1111792006369533e14,6.524037091161046e14,5.837796351
norwa,uniform,controlled_filon,0,2,128,4.487761699837329e20,2.6929542561325043e21,10.489985563
norwa,uniform,controlled_filon,0,2,256,4.4877624201892194e20,2.6929546752605013e21,22.004766173
norwa,uniform,controlled_filon,0,2,512,5.431748734361282e7,3.193659330888188e8,46.300966131
norwa,uniform,controlled_filon,0,2,1024,0.40888797686158124,6.848618874962067,28.768790719
norwa,uniform,controlled_filon,0,2,2048,0.03313400544826926,0.45953614381239866,25.895594365
norwa,uniform,controlled_filon,0,2,4096,0.005988332579229486,0.08375693986367459,37.45615876
norwa,uniform,controlled_filon,0,2,8192,0.001721148662040343,0.02760198473043188,59.767747545
norwa,uniform,controlled_filon,0,2,16384,0.0006417547570242791,0.01030777594233482,82.259651163
norwa,uniform,controlled_filon,0,2,32768,0.00022121285330548262,0.003362246656355774,152.804724269
norwa,uniform,controlled_filon,0,2,65536,6.37067514818275e-5,0.0009803991159633722,280.608555554
norwa,uniform,controlled_filon,0,2,131072,1.657893128350734e-5,0.00025602660160956833,538.361059244
norwa,uniform,controlled_filon,0,2,262144,4.188184252190637e-6,6.473225919096654e-5,861.955776
norwa,uniform,controlled_filon,0,2,524288,1.0492999931826486e-6,1.6223336658527706e-5,1506.66647049
norwa,uniform,controlled_filon,1,4,16,,,3.723639442
norwa,uniform,controlled_filon,1,4,32,6.692555863170617e20,3.9248376723315847e21,5.998637423
norwa,uniform,controlled_filon,1,4,64,4.474527268486227e37,2.6235202919745137e38,10.891086333
norwa,uniform,controlled_filon,1,4,128,4.474527268486227e37,2.6235202919745137e38,20.270981827
norwa,uniform,controlled_filon,1,4,256,1.2184715483220233e84,7.143922691432592e84,41.776718015
norwa,uniform,controlled_filon,1,4,512,1.2184715483220233e84,7.143922691432592e84,79.306459593
norwa,uniform,controlled_filon,1,4,1024,0.04443408678659395,0.7924436975733008,52.173038468
norwa,uniform,controlled_filon,1,4,2048,0.0014888316636711553,0.022675884341224955,56.972560788
norwa,uniform,controlled_filon,1,4,4096,0.0001645370930563707,0.0026394748182201884,72.99006806
norwa,uniform,controlled_filon,1,4,8192,0.0003471513315769576,0.005945647070863764,114.471753891
norwa,uniform,controlled_filon,1,4,16384,6.424805422870785e-5,0.0012414413517548941,174.773702772
norwa,uniform,controlled_filon,1,4,32768,5.833216713046131e-6,9.570665942634096e-5,304.977001005
norwa,uniform,controlled_filon,1,4,65536,4.5436263302841507e-7,7.4086476608007496e-6,538.076620117
norwa,uniform,controlled_filon,1,4,131072,3.0072461738751376e-8,4.900055280853678e-7,1019.683239813
norwa,uniform,controlled_filon,1,4,262144,2.3732035131420958e-9,3.680085911966925e-8,1741.632137209
norwa,uniform,controlled_filon,1,4,524288,1.1286149509874438e-9,1.6041215548421378e-8,3962.457960741
norwa,uniform,controlled_filon,2,6,16,,,5.469505425
norwa,uniform,controlled_filon,2,6,32,2.817622560980325e21,1.6573607392101337e22,11.695448053
norwa,uniform,controlled_filon,2,6,64,7.179008940465057e47,4.209084922651006e48,20.756357283
norwa,uniform,controlled_filon,2,6,128,6.749738542686692e49,3.958488171378698e50,42.437080712
norwa,uniform,controlled_filon,2,6,256,4.9392663990411195e194,Inf,85.759979642
norwa,uniform,controlled_filon,2,6,512,4.9392663990411195e194,Inf,119.83239671
norwa,uniform,controlled_filon,2,6,1024,3.2336494514616733e9,1.895895043765845e10,95.328649922
norwa,uniform,controlled_filon,2,6,2048,0.004138268408626027,0.05513354606373512,115.293724466
norwa,uniform,controlled_filon,2,6,4096,0.00011375711438243514,0.001953315865420142,134.939725752
norwa,uniform,controlled_filon,2,6,8192,3.674972756339887e-5,0.0007209763304214377,231.305520356
norwa,uniform,controlled_filon,2,6,16384,5.725411555931665e-6,0.00010958197037472867,350.174579766
norwa,uniform,controlled_filon,2,6,32768,1.2077161392747052e-7,1.9545946016515747e-6,573.700442841
norwa,uniform,controlled_filon,2,6,65536,2.265285403028113e-9,3.6413337451468304e-8,1096.979046658
norwa,uniform,controlled_filon,2,6,131072,4.5602758638084415e-11,7.013942743167196e-10,2222.987509911
norwa,uniform,controlled_filon,2,6,262144,2.892343227846487e-10,4.097989328623945e-9,3596.750985032
norwa,uniform,filon,0,2,16,,,0.473453413
norwa,uniform,filon,0,2,32,50.632456669202206,1186.735200677476,0.881246348
norwa,uniform,filon,0,2,64,103.01544346989654,1778.032255479434,1.650158222
norwa,uniform,filon,0,2,128,169.64758456579258,2958.130533648262,3.331322668
norwa,uniform,filon,0,2,256,6.465809158807033e6,9.789023654833269e7,6.156500342
norwa,uniform,filon,0,2,512,6.465781091231644e6,9.788992781463565e7,12.23944943
norwa,uniform,filon,0,2,1024,2.6273570544030855,20.544757566719134,7.450239744
norwa,uniform,filon,0,2,2048,0.06403136942547441,0.8995151393044739,6.727530705
norwa,uniform,filon,0,2,4096,0.012491633987275595,0.1739238120048335,8.91936341
norwa,uniform,filon,0,2,8192,0.03607524919254542,0.5387149050917909,13.500308653
norwa,uniform,filon,0,2,16384,0.014188545519416618,0.32445649498289914,20.239151436
norwa,uniform,filon,0,2,32768,0.00047486372633137553,0.011197799472136541,36.694161107
norwa,uniform,filon,0,2,65536,9.688783190573898e-5,0.002230655679930958,64.753488167
norwa,uniform,filon,0,2,131072,2.3259835638462915e-5,0.0005318548368973261,219.404841138
norwa,uniform,filon,0,2,262144,5.760410877856735e-6,0.00013146862130862684,370.257102416
norwa,uniform,filon,0,2,524288,1.4353940383467137e-6,3.2766086359010706e-5,684.613361775
norwa,uniform,filon,0,2,1048576,3.620522086093515e-7,8.21826607995691e-6,1013.181104199
norwa,uniform,filon,1,4,16,,,1.452010981
norwa,uniform,filon,1,4,32,5.685965140424538e18,3.5694350357485994e19,2.809123693
norwa,uniform,filon,1,4,64,3.381933384448166e36,2.0120252836729775e37,5.116496596
norwa,uniform,filon,1,4,128,3.381933384449017e36,2.0120252836734676e37,10.193036332
norwa,uniform,filon,1,4,256,3.5829495172128283e53,2.1007158451114543e54,20.725606433
norwa,uniform,filon,1,4,512,3.58294951722271e53,2.1007158451172482e54,41.919296038
norwa,uniform,filon,1,4,1024,6.52690281187776e43,3.826735976458413e44,29.092840106
norwa,uniform,filon,1,4,2048,0.07349961769327845,1.6503742933569838,25.817348644
norwa,uniform,filon,1,4,4096,0.022890620804913074,0.35059067899594615,34.904875517
norwa,uniform,filon,1,4,8192,0.011368502636470488,0.1682995275901438,54.03130061
norwa,uniform,filon,1,4,16384,0.0030707323490270495,0.07124056356690223,81.42221313
norwa,uniform,filon,1,4,32768,2.4691718679755682e-5,0.0005879454171625866,144.360096084
norwa,uniform,filon,1,4,65536,1.1746733861159001e-6,2.8185979372031965e-5,250.5978968
norwa,uniform,filon,1,4,131072,6.927805671460204e-8,1.6650403407857513e-6,686.650794453
norwa,uniform,filon,1,4,262144,4.6202859477252735e-9,1.0528878881303844e-7,1106.885322353
norwa,uniform,filon,1,4,524288,1.1242743816239722e-9,1.6882276501484878e-8,1913.978360043
norwa,uniform,filon,1,4,1048576,9.985926875728402e-9,1.4152939480783403e-7,2936.367034627
norwa,uniform,filon,2,6,16,,,3.857282988
norwa,uniform,filon,2,6,32,3.034976581211603e23,1.8208251338020813e24,6.373474892
norwa,uniform,filon,2,6,64,2.1712734553000035e33,1.2743726296537637e34,12.512816702
norwa,uniform,filon,2,6,128,1.7295968276260419e59,1.0141238125740126e60,26.131068071
norwa,uniform,filon,2,6,256,1.2604397032709e142,7.389982810661346e142,52.296720419
norwa,uniform,filon,2,6,512,1.2604397032709e142,7.389982810661346e142,100.126496904
norwa,uniform,filon,2,6,1024,2.8409433952051135e95,1.6661369644243054e96,79.24986083
norwa,uniform,filon,2,6,2048,0.026692935729861676,0.7382372650134296,65.28726215
norwa,uniform,filon,2,6,4096,0.01410302973135343,0.24754052900479748,82.005157941
norwa,uniform,filon,2,6,8192,0.0010717064936507001,0.023464668204283654,126.541237183
norwa,uniform,filon,2,6,16384,0.0002513471459796422,0.006052398206236599,195.830459354
norwa,uniform,filon,2,6,32768,5.074097689060955e-7,1.2133868604719867e-5,343.894399332
norwa,uniform,filon,2,6,65536,5.846350378538279e-9,1.3984744354377582e-7,599.827355042
norwa,uniform,filon,2,6,131072,9.097683142000373e-11,2.1009269513840063e-9,1390.707816855
norwa,uniform,filon,2,6,262144,2.893738628764446e-10,4.099445818914935e-9,2163.466965087
norwa,uniform,filon,2,6,524288,2.7045210011218335e-10,3.832107929759856e-9,3933.912380084
norwa,uniform,filon,2,6,1048576,2.37763378767385e-9,3.369748906988801e-8,6134.347836015
norwa,uniform,hermite,0,2,16,,,0.179926785
norwa,uniform,hermite,0,2,32,0.5923938845626749,13.187214433595097,0.314441737
norwa,uniform,hermite,0,2,64,0.530039767195536,11.555782181259163,0.509168223
norwa,uniform,hermite,0,2,128,0.5110024131551375,10.896331491788205,0.737124775
norwa,uniform,hermite,0,2,256,0.4688676551233844,10.465534848605678,0.447132082
norwa,uniform,hermite,0,2,512,0.4306918831258713,9.71024958572706,0.204724615
norwa,uniform,hermite,0,2,1024,0.4577004323182617,9.89603614679608,0.276379244
norwa,uniform,hermite,0,2,2048,0.43546095624692954,10.171216232538429,0.463284178
norwa,uniform,hermite,0,2,4096,0.44195772731659694,9.963685081556159,0.832844396
norwa,uniform,hermite,0,2,8192,0.4604720444692653,9.483074629067302,1.656967491
norwa,uniform,hermite,0,2,16384,0.36421394384025674,8.269860422053874,3.389168209
norwa,uniform,hermite,0,2,32768,0.40498268131345366,7.791187583438055,5.730140728
norwa,uniform,hermite,0,2,65536,0.2583413682230507,4.687272984507007,9.943594703
norwa,uniform,hermite,0,2,131072,0.14462396679623862,2.1233835891376387,17.88377441
norwa,uniform,hermite,0,2,262144,0.03957472531634603,0.562048277148041,32.506642476
norwa,uniform,hermite,0,2,524288,0.00995114850444616,0.14103970318952783,69.506711234
norwa,uniform,hermite,0,2,1048576,0.002488767513653444,0.03526932161874449,124.738923452
norwa,uniform,hermite,0,2,2097152,0.0006222121585728434,0.008817547627959997,234.768315541
norwa,uniform,hermite,0,2,4194304,0.0001555536662767163,0.0022043946987943008,442.289893935
norwa,uniform,hermite,0,2,8388608,3.888844571211997e-5,0.0005510990711994547,960.087031765
norwa,uniform,hermite,0,2,16777216,9.722113134495898e-6,0.000137774791565928,1832.312152724
norwa,uniform,hermite,1,4,16,,,0.289346391
norwa,uniform,hermite,1,4,32,1.0676214431826656,29.02246130478824,0.539253512
norwa,uniform,hermite,1,4,64,4.0902846004503015e6,7.303598076944412e7,1.184949853
norwa,uniform,hermite,1,4,128,2.7979643792567445e13,1.9226176873386928e14,2.068589584
norwa,uniform,hermite,1,4,256,2.2921025575571834e35,1.3438642448872253e36,5.171167787
norwa,uniform,hermite,1,4,512,2.2921025575571834e35,1.3438642448872253e36,10.055238269
norwa,uniform,hermite,1,4,1024,15133.802637590297,88877.91439389369,1.701251904
norwa,uniform,hermite,1,4,2048,0.08253487251574905,2.127933364501531,2.085941616
norwa,uniform,hermite,1,4,4096,0.06192630298972574,1.5644784711695614,2.391024457
norwa,uniform,hermite,1,4,8192,0.0486133130799665,0.8582872488098474,3.493976319
norwa,uniform,hermite,1,4,16384,0.014204063612956407,0.2184050268192787,6.662177725
norwa,uniform,hermite,1,4,32768,0.000850267642275754,0.011969580767216437,9.101254358
norwa,uniform,hermite,1,4,65536,5.345934771728446e-5,0.0007534666114541858,19.35529754
norwa,uniform,hermite,1,4,131072,3.3457247855865458e-6,4.71661866701364e-5,32.710753195
norwa,uniform,hermite,1,4,262144,2.0917738885581697e-7,2.9490279347882492e-6,59.95738036
norwa,uniform,hermite,1,4,524288,1.3074672662328613e-8,1.8433202619622492e-7,121.542170963
norwa,uniform,hermite,1,4,1048576,8.171832691474338e-10,1.1520955073309914e-8,229.613483031
norwa,uniform,hermite,1,4,2097152,5.121779969291448e-11,7.221640000907871e-10,493.162187191
norwa,uniform,hermite,1,4,4194304,3.2681275751769225e-12,4.621093438447072e-11,919.035348889
norwa,uniform,hermite,1,4,8388608,2.2296818428920507e-13,3.180055036465916e-12,1717.276629517
norwa,uniform,hermite,1,4,16777216,1.3200339514513356e-13,2.0236700381397673e-12,3776.482135255
norwa,uniform,hermite,1,4,33554432,6.970847706144178e-11,1.0303654340389856e-9,5559.9047814
norwa,uniform,hermite,2,6,16,,,0.474352694
norwa,uniform,hermite,2,6,32,0.7299568875163325,38.07102063204154,0.942082672
norwa,uniform,hermite,2,6,64,22.496826497796935,227.87829385315052,2.456611405
norwa,uniform,hermite,2,6,128,729253.78661458,5.338383533097369e6,3.792185923
norwa,uniform,hermite,2,6,256,1.4004615977325222e56,8.212480126142357e56,7.334934874
norwa,uniform,hermite,2,6,512,3.0070634924404182e153,Inf,15.68854704
norwa,uniform,hermite,2,6,1024,3.0070634924404182e153,Inf,30.134102532
norwa,uniform,hermite,2,6,2048,85315.52518071455,500207.53325887385,5.311003763
norwa,uniform,hermite,2,6,4096,0.02262625335019434,0.48653509298895026,4.430833224
norwa,uniform,hermite,2,6,8192,0.0012712030618543682,0.019814172848404095,6.548252627
norwa,uniform,hermite,2,6,16384,0.0002727785700618148,0.006397615272949078,9.837802772
norwa,uniform,hermite,2,6,32768,4.4742836142985965e-7,1.0384739464868899e-5,17.962101569
norwa,uniform,hermite,2,6,65536,5.799652018285301e-9,1.1812568261611514e-7,27.361553869
norwa,uniform,hermite,2,6,131072,8.841301154190999e-11,1.744420889889257e-9,48.707881444
norwa,uniform,hermite,2,6,262144,1.3767682319319528e-12,2.6909757575623265e-11,89.363973166
norwa,uniform,hermite,2,6,524288,3.529070212777442e-14,5.575173750994752e-13,201.087835785
norwa,uniform,hermite,2,6,1048576,9.828703066158501e-13,1.4199313491903237e-11,333.411056502
norwa,uniform,hermite,2,6,2097152,8.290457653615276e-13,1.1923016799717288e-11,663.386372715
norwa,uniform,hermite,2,6,4194304,1.7395695262672852e-13,2.5585899143232735e-12,1271.567386099
norwa,uniform,hermite,2,6,8388608,2.3265315828052107e-14,3.531346023279551e-13,2755.42733857
norwa,uniform,hermite,2,6,16777216,3.279717161128827e-14,5.093501028620296e-13,5156.460984301
